geometry,ux,uy,p,x,y
4,0.18905593,0,1,4,0.050000001
4,0.36069685,0,1,4,0.1
4,0.51227051,0,1,4,0.15000001
4,0.6436184,0,1,4,0.2
4,0.75493807,0,1,4,0.25
4,0.8460902,0,1,4,0.30000001
4,0.91705674,0,1,4,0.34999999
4,0.96777117,0,1,4,0.40000001
4,0.99821723,0,1,4,0.44999999
4,1.008366,0,1,4,0.5
4,0.99821723,0,1,4,0.55000001
4,0.96777117,0,1,4,0.60000002
4,0.91705674,0,1,4,0.64999998
4,0.8460902,0,1,4,0.69999999
4,0.75493807,0,1,4,0.75
4,0.6436184,0,1,4,0.80000001
4,0.51227051,0,1,4,0.85000002
4,0.36069685,0,1,4,0.89999998
4,0.18905593,0,1,4,0.94999999
