geometry;ux;uy;p;x;y
1;0,94746625;-6,3964677e-07;2,8407574;1,7;0,40000001
1;0,94746625;-6,3966212e-07;2,7607574;1,8;0,40000001
1;0,94746625;-6,3967747e-07;2,6807573;1,9;0,40000001
1;0,95937103;-3,5411566e-07;2,6007621;2;0,40000001
1;0,9874661;0;3,4007893;1;0,5
1;0,9874661;0;3,3207893;1,1;0,5
1;0,98746616;0;3,2407894;1,2;0,5
1;0,98746616;0;3,1607893;1,3;0,5
1;0,98746616;0;3,0807893;1,4;0,5
1;0,98746622;0;3,0007894;1,5;0,5
1;0,98746622;0;2,9207892;1,6;0,5
1;0,98746622;0;2,8407893;1,7;0,5
1;0,98746622;0;2,7607894;1,8;0,5
1;0,98746628;0;2,6807892;1,9;0,5
