geometry;ux;uy;p;x;y
4;0,10513373;0;1;4;0,050000001
4;0,30253884;0;1;4;0,1
4;0,47687662;0;1;4;0,15000001
4;0,62774706;0;1;4;0,2
4;0,75571918;0;1;4;0,25
4;0,86055434;0;1;4;0,30000001
4;0,94216371;0;1;4;0,34999999
4;1,00049;0;1;4;0,40000001
4;1,035515;0;1;4;0,44999999
4;1,0471953;0;1;4;0,5
4;1,035515;0;1;4;0,55000001
4;1,00049;0;1;4;0,60000002
4;0,94216371;0;1;4;0,64999998
4;0,86055434;0;1;4;0,69999999
4;0,75571918;0;1;4;0,75
4;0,62774706;0;1;4;0,80000001
4;0,47687662;0;1;4;0,85000002
4;0,30253884;0;1;4;0,89999998
4;0,10513373;0;1;4;0,94999999
